"","Arbol","Bloque","Longitud","Latitud","X_UTM","Y_UTM","Altitud","AltRan","Fungicida","Nutrimento","Rep","Muestreo","DDA","Anio","AcicR","Abs","TotalAc","Inc","Sevmed","Sevmin","Sevmax","LonBrot","indcol","Afmed","Afmax","Afmin","Aftotal","CA","RA","Color","trat","ABCPEIC"
"556",16,"Alta",-97.99083,19.72246,605752.4903,2181083.521,2973.3,"Baja",2,3,2,6,175,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"557",17,"Alta",-97.99077,19.722294,605758.8875,2181065.187,2978.5,"Baja",1,1,2,6,175,2016,96,14,110,0.933333333,0.165,0.08,0.246666667,7.7,15.4,0.2508,0.288,0.177,7.524,12.72727273,87.27272727,1,11,679.9333334
"558",18,"Alta",-97.99089,19.722174,605746.3904,2181051.832,2979.5,"Baja",3,3,2,6,175,2016,96,36,132,0.9,0.165,0.076666667,0.246666667,10.2,14.85,0.3223,0.362,0.293,9.669,27.27272727,72.72727273,3,33,463.1666666
"559",19,"Media",-97.99092,19.722073,605743.3129,2181040.635,2980.2,"Baja",1,3,1,6,175,2016,76,0,76,0.733333333,0.109333333,0,0.18,5.3,8.017777778,0.2435,0.285,0.212,7.305,0,100,3,13,647.9822223
"560",20,"Media",-97.991,19.722105,605734.9078,2181044.127,2980.2,"Baja",3,1,1,6,175,2016,66,49,115,0.666666667,0.147333333,0.076666667,0.21,9.1,9.822222222,0.297566667,0.34,0.275,8.927,42.60869565,57.39130435,2,31,830.9777777
"561",21,"Media",-97.991005,19.72215,605734.3542,2181049.104,2979.7,"Baja",3,2,1,6,175,2016,109,20,129,0.4,0.041333333,0,0.223333333,8.2,1.653333333,0.311533333,0.342,0.276,9.346,15.50387597,84.49612403,2,32,161.2177778
"562",22,"Media",-97.991005,19.722137,605734.3628,2181047.665,2979.8,"Baja",3,3,1,6,175,2016,123,11,134,0.666666667,0.084666667,0,0.16,12.5,5.644444444,0.4441,0.499,0.386,13.323,8.208955224,91.79104478,2,33,371.6222222
"563",23,"Media",-97.990944,19.722,605740.8457,2181032.541,2979.4,"Baja",1,2,1,6,175,2016,113,12,125,0.933333333,0.269,0.16,0.383333333,7,25.10666667,0.2907,0.325,0.25,8.721,9.6,90.4,2,12,1030.026667
"564",24,"Media",-97.99107,19.722033,605727.6192,2181036.115,2979.4,"Baja",1,3,2,6,175,2016,156,9,165,0.2,0.006,0,0.023333333,13,0.12,0.417766667,0.468,0.359,12.533,5.454545455,94.54545455,1,13,507.5466666
"565",25,"Media",-97.99106,19.722012,605728.681,2181033.797,2978.5,"Baja",2,2,1,6,175,2016,76,75,151,0.866666667,0.054666667,0,0.136666667,11.1,4.737777778,0.362,0.409,0.303,10.86,49.66887417,50.33112583,2,22,455.9955555
"566",26,"Media",-97.991005,19.721899,605734.5193,2181021.326,2992.1,"Alta",3,1,2,6,175,2016,56,21,77,0.933333333,0.127,0.04,0.23,7.1,11.85333333,0.398566667,0.453,0.306,11.957,27.27272727,72.72727273,2,31,725.0133332
"567",27,"Media",-97.99094,19.721846,605741.3662,2181015.501,2992.9,"Alta",3,3,2,6,175,2016,99,4,103,0.4,0.039666667,0,0.126666667,9.1,1.586666667,0.432833333,0.484,0.386,12.985,3.883495146,96.11650485,2,33,558.4133333
"568",28,"Media",-97.99108,19.721786,605726.7336,2181008.773,2973.5,"Baja",2,1,1,6,175,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"569",29,"Media",-97.99113,19.72174,605721.5238,2181003.652,2990.9,"Alta",3,2,2,6,175,2016,68,4,72,0.933333333,0.076,0.016666667,0.14,6.5,7.093333333,0.297633333,0.333,0.269,8.929,5.555555556,94.44444444,2,32,661.1733333
"570",30,"Media",-97.99119,19.721704,605715.2595,2180999.63,2990.6,"Alta",2,3,1,6,175,2016,87,40,127,0.933333333,0.184333333,0.123333333,0.24,13.9,17.20444444,0.365166667,0.418,0.322,10.955,31.49606299,68.50393701,3,23,904.4622222
"571",31,"Media",-97.99122,19.721703,605712.1161,2180999.501,2973.4,"Baja",2,1,2,6,175,2016,75,26,101,0.866666667,0.087,0,0.136666667,8.5,7.54,0.394833333,0.447,0.337,11.845,25.74257426,74.25742574,1,21,481.2266666
"572",32,"Media",-97.99122,19.721727,605712.1003,2181002.157,2991.1,"Alta",2,2,2,6,175,2016,128,10,138,0.9,0.11,0.026666667,0.183333333,11,9.9,0.3358,0.36,0.297,10.074,7.246376812,92.75362319,2,22,294.6844445
"573",33,"Media",-97.99124,19.721853,605709.9215,2181016.089,2991.4,"Alta",1,1,1,6,175,2016,102,46,148,0.866666667,0.084666667,0.013333333,0.13,9.4,7.337777778,0.3075,0.348,0.214,9.225,31.08108108,68.91891892,2,11,565.6622223
"574",34,"Media",-97.99115,19.721848,605719.3568,2181015.591,2991.8,"Alta",1,1,2,6,175,2016,99,57,156,0.833333333,0.105666667,0,0.286666667,10.4,8.805555556,0.338066667,0.383,0.289,10.142,36.53846154,63.46153846,2,11,730.8777778
"575",35,"Media",-97.99109,19.72179,605725.683,2181009.21,2992.5,"Alta",1,2,2,6,175,2016,51,6,57,0.966666667,0.305666667,0.206666667,0.453333333,5.8,29.54777778,0.371733333,0.442,0.311,11.152,10.52631579,89.47368421,2,12,875.6688889
"576",36,"Media",-97.991066,19.721827,605728.1738,2181013.32,2992.4,"Alta",2,3,2,6,175,2016,104,39,143,0.966666667,0.280666667,0.146666667,0.446666667,10,27.13111111,0.384666667,0.41,0.344,11.54,27.27272727,72.72727273,2,23,933.7688889
"577",37,"Baja",-97.99091,19.721998,605744.4102,2181032.341,2975.7,"Baja",1,2,1,6,175,2016,87,10,97,0.933333333,0.148,0.076666667,0.28,8.8,13.81333333,0.39,0.489,0.325,11.7,10.30927835,89.69072165,3,12,486.92
"578",38,"Baja",-97.990944,19.722048,605740.8141,2181037.854,2980.1,"Baja",2,3,1,6,175,2016,80,34,114,0.9,0.226,0.103333333,0.336666667,11.4,20.34,0.345,0.367,0.307,10.35,29.8245614,70.1754386,2,23,623.56
"579",39,"Baja",-97.99095,19.722046,605740.1866,2181037.629,2979.6,"Baja",1,3,1,6,175,2016,131,3,134,0.766666667,0.047,0,0.12,13,3.603333333,0.4337,0.496,0.306,13.011,2.23880597,97.76119403,2,13,542.6244445
"580",40,"Baja",-97.99097,19.722048,605738.0893,2181037.837,2979.8,"Baja",3,2,1,6,175,2016,56,2,58,0.466666667,0.03,0,0.123333333,8.4,1.4,0.3506,0.413,0.274,10.518,3.448275862,96.55172414,3,32,465.7333334
"581",41,"Baja",-97.99103,19.722061,605731.7927,2181039.239,2979,"Baja",2,2,1,6,175,2016,114,2,116,0.633333333,0.027,0,0.1,11,1.71,0.497266667,0.55,0.399,14.918,1.724137931,98.27586207,2,22,94.76444445
"582",42,"Baja",-97.991035,19.721966,605731.3312,2181028.722,2978.7,"Baja",3,1,1,6,175,2016,72,1,73,0.833333333,0.052,0,0.143333333,7.1,4.333333333,0.359266667,0.397,0.307,10.778,1.369863014,98.63013699,2,31,393.4
"583",43,"Baja",-97.991005,19.721928,605734.5002,2181024.535,2994.3,"Alta",2,3,2,6,175,2016,66,20,86,0.966666667,0.215666667,0.12,0.326666667,8.4,20.84777778,0.2438,0.272,0.208,7.314,23.25581395,76.74418605,2,23,827.6022223
"584",44,"Baja",-97.9911,19.721972,605724.5153,2181029.346,2993.3,"Alta",3,1,2,6,175,2016,64,53,117,0.966666667,0.185666667,0.066666667,0.293333333,10.7,17.94777778,0.4466,0.531,0.345,13.398,45.2991453,54.7008547,2,31,594.7355555
"585",45,"Baja",-97.99106,19.721975,605728.7053,2181029.703,2974.3,"Baja",1,2,2,6,175,2016,124,10,134,0.966666667,0.169,0.09,0.22,9.7,16.33666667,0.1992,0.219,0.17,5.976,7.462686567,92.53731343,2,12,740.18
"586",46,"Baja",-97.99094,19.721899,605741.3313,2181021.366,2994.3,"Alta",3,3,1,6,175,2016,111,2,113,0.466666667,0.067333333,0.013333333,0.176666667,15.2,3.142222222,0.460966667,0.501,0.39,13.829,1.769911504,98.2300885,2,33,395.3911111
"587",47,"Baja",-97.99078,19.722218,605757.8895,2181056.77,2980,"Baja",1,1,1,6,175,2016,72,4,76,0.266666667,0.008666667,0,0.086666667,7.9,0.231111111,0.2938,0.361,0.249,8.814,5.263157895,94.73684211,3,11,38.95111111
"588",48,"Baja",-97.99102,19.721884,605732.9572,2181019.656,2992.2,"Alta",2,1,1,6,175,2016,68,104,172,0.6,0.076666667,0,0.19,13.5,4.6,0.311733333,0.337,0.287,9.352,60.46511628,39.53488372,2,21,494.6666666
"589",49,"Baja",-97.99102,19.722069,605732.8355,2181040.13,2979.8,"Baja",3,3,2,6,175,2016,78,9,87,0.833333333,0.120333333,0.08,0.223333333,9.2,10.02777778,0.3592,0.42,0.303,10.776,10.34482759,89.65517241,2,33,971.5222223
"590",50,"Baja",-97.991165,19.72181,605717.8098,2181011.377,2991.9,"Alta",2,2,2,6,175,2016,93,9,102,0.866666667,0.236,0.16,0.373333333,8,20.45333333,0.431733333,0.486,0.362,12.952,8.823529412,91.17647059,2,22,690.9466666
"591",51,"Baja",-97.991165,19.721642,605717.9203,2180992.784,2990.9,"Alta",1,1,2,6,175,2016,42,11,53,0.9,0.267333333,0.193333333,0.403333333,5.7,24.06,0.325633333,0.397,0.249,9.769,20.75471698,79.24528302,3,11,904.3066666
"592",52,"Baja",-97.99107,19.721575,605727.9204,2180985.428,2990.7,"Alta",1,3,2,6,175,2016,97,14,111,0.833333333,0.147333333,0.06,0.256666667,9.5,12.27777778,0.326833333,0.417,0.276,9.805,12.61261261,87.38738739,3,13,699.2222223
"593",53,"Baja",-97.99104,19.721668,605731.0032,2180995.739,2990.9,"Alta",3,2,2,6,175,2016,59,68,127,0.9,0.196333333,0.106666667,0.26,12,17.67,0.3875,0.434,0.333,11.625,53.54330709,46.45669291,3,32,828.38
"594",54,"Baja",-97.991264,19.72178,605707.4543,2181007.995,2991,"Alta",2,1,2,6,175,2016,81,26,107,0.9,0.13,0.02,0.276666667,6.5,11.7,0.254466667,0.284,0.227,7.634,24.29906542,75.70093458,3,21,284.2466667
"595",1,"Alta",-97.990875,19.722336,605747.8559,2181069.77,2979.3,"Baja",1,1,1,6,175,2017,125,2,127,0,0,0,0,5,0,0.155833333,0.177,0.127,4.675,1.57480315,98.42519685,1,11,0
"596",2,"Alta",-97.99091,19.722218,605744.2655,2181056.689,2979.3,"Baja",1,2,1,6,175,2017,85,0,85,0,0,0,0,4.3,0,0.207233333,0.239,0.171,6.217,0,100,1,12,0.28
"597",3,"Alta",-97.99095,19.72206,605740.1774,2181039.178,2979.5,"Baja",2,2,1,6,175,2017,125,2,127,0,0,0,0,10,0,0.364366667,0.416,0.308,10.931,1.57480315,98.42519685,3,22,0
"598",4,"Alta",-97.990814,19.722008,605754.4645,2181033.508,2980,"Baja",1,2,2,6,175,2017,93,1,94,0,0,0,0,5,0,0.227033333,0.267,0.187,6.811,1.063829787,98.93617021,2,12,0
"599",5,"Alta",-97.99093,19.72194,605742.3524,2181025.91,2984.3,"Baja",2,1,1,6,175,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"600",6,"Alta",-97.99107,19.721893,605727.7112,2181020.621,2992.3,"Alta",1,3,1,6,175,2017,155,0,155,0,0,0,0,8.1,0,0.2435,0.274,0.212,7.305,0,100,1,13,0
"601",7,"Alta",-97.991104,19.721735,605724.2519,2181003.114,2990.8,"Alta",1,3,2,6,175,2017,113,0,113,0,0,0,0,8.4,0,0.249533333,0.275,0.196,7.486,0,100,2,13,0
"602",8,"Alta",-97.990974,19.72165,605737.9319,2180993.788,2991,"Alta",2,3,1,6,175,2017,161,0,161,0,0,0,0,11.2,0,0.3501,0.379,0.321,10.503,0,100,2,23,0
"603",9,"Alta",-97.9911,19.721706,605724.6902,2180999.907,2991.2,"Alta",2,2,2,6,175,2017,177,0,177,0,0,0,0,12.5,0,0.309533333,0.352,0.267,9.286,0,100,2,22,75.78666666
"604",10,"Alta",-97.99113,19.721746,605721.5199,2181004.316,2990.9,"Alta",3,1,1,6,175,2017,114,0,114,0,0,0,0,9,0,0.3424,0.388,0.278,10.272,0,100,2,31,0
"605",11,"Alta",-97.99111,19.721792,605723.5856,2181009.419,2991.1,"Alta",3,2,1,6,175,2017,58,0,58,0,0,0,0,5.2,0,0.221166667,0.242,0.171,6.635,0,100,2,32,0
"606",12,"Alta",-97.99111,19.72187,605723.5343,2181018.051,2992.4,"Alta",2,1,2,6,175,2017,90,0,90,0,0,0,0,5.2,0,0.291333333,0.325,0.214,8.74,0,100,2,21,0
"607",13,"Alta",-97.99114,19.721897,605720.3726,2181021.02,2993.1,"Alta",3,2,2,6,175,2017,136,0,136,0,0,0,0,7.3,0,0.2745,0.308,0.224,8.235,0,100,2,32,0
"608",14,"Alta",-97.99106,19.722075,605728.6395,2181040.769,2979.2,"Baja",3,3,1,6,175,2017,143,0,143,0,0,0,0,9,0,0.3132,0.338,0.278,9.396,0,100,1,33,0
"609",15,"Alta",-97.99085,19.722488,605750.3759,2181086.607,2973.2,"Baja",3,1,2,6,175,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0
"610",16,"Alta",-97.99083,19.72246,605752.4903,2181083.521,2973.3,"Baja",2,3,2,6,175,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"611",17,"Alta",-97.99077,19.722294,605758.8875,2181065.187,2978.5,"Baja",1,1,2,6,175,2017,74,0,74,0,0,0,0,8.9,0,0.410166667,0.458,0.288,12.305,0,100,1,11,0
"612",18,"Alta",-97.99089,19.722174,605746.3904,2181051.832,2979.5,"Baja",3,3,2,6,175,2017,110,0,110,0,0,0,0,8.8,0,0.305133333,0.333,0.254,9.154,0,100,2,33,0.28
"613",19,"Media",-97.99092,19.722073,605743.3129,2181040.635,2980.2,"Baja",1,3,1,6,175,2017,130,0,130,0,0,0,0,9.5,0,0.356433333,0.423,0.259,10.693,0,100,2,13,0
"614",20,"Media",-97.991,19.722105,605734.9078,2181044.127,2980.2,"Baja",3,1,1,6,175,2017,101,1,102,0,0,0,0,10.1,0,0.613266667,0.696,0.432,18.398,0.980392157,99.01960784,2,31,0
"615",21,"Media",-97.991005,19.72215,605734.3542,2181049.104,2979.7,"Baja",3,2,1,6,175,2017,103,5,108,0,0,0,0,8,0,0.446733333,0.481,0.39,13.402,4.62962963,95.37037037,2,32,21.77777778
"616",22,"Media",-97.991005,19.722137,605734.3628,2181047.665,2979.8,"Baja",3,3,1,6,175,2017,144,0,144,0,0,0,0,14.5,0,0.470933333,0.509,0.414,14.128,0,100,2,33,8.275555554
"617",23,"Media",-97.990944,19.722,605740.8457,2181032.541,2979.4,"Baja",1,2,1,6,175,2017,120,7,127,0,0,0,0,7.5,0,0.339633333,0.371,0.305,10.189,5.511811024,94.48818898,2,12,0
"618",24,"Media",-97.99107,19.722033,605727.6192,2181036.115,2979.4,"Baja",1,3,2,6,175,2017,116,0,116,0,0,0,0,10.3,0,0.315666667,0.351,0.265,9.47,0,100,1,13,0
"619",25,"Media",-97.99106,19.722012,605728.681,2181033.797,2978.5,"Baja",2,2,1,6,175,2017,124,0,124,0,0,0,0,8.5,0,0.3377,0.391,0.274,10.131,0,100,1,22,0.84
"620",26,"Media",-97.991005,19.721899,605734.5193,2181021.326,2992.1,"Alta",3,1,2,6,175,2017,115,0,115,0,0,0,0,7.5,0,0.278533333,0.331,0.215,8.356,0,100,2,31,1.12
"621",27,"Media",-97.99094,19.721846,605741.3662,2181015.501,2992.9,"Alta",3,3,2,6,175,2017,131,2,133,0,0,0,0,8.1,0,0.332,0.385,0.274,9.96,1.503759398,98.4962406,2,33,0
"622",28,"Media",-97.99108,19.721786,605726.7336,2181008.773,2973.5,"Baja",2,1,1,6,175,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"623",29,"Media",-97.99113,19.72174,605721.5238,2181003.652,2990.9,"Alta",3,2,2,6,175,2017,77,0,77,0,0,0,0,8,0,0.3389,0.389,0.288,10.167,0,100,2,32,2.364444446
"624",30,"Media",-97.99119,19.721704,605715.2595,2180999.63,2990.6,"Alta",2,3,1,6,175,2017,108,1,109,0,0,0,0,9,0,0.251633333,0.291,0.193,7.549,0.917431193,99.08256881,2,23,0
"625",31,"Media",-97.99122,19.721703,605712.1161,2180999.501,2973.4,"Baja",2,1,2,6,175,2017,128,19,147,0,0,0,0,9.9,0,0.348333333,0.387,0.292,10.45,12.92517007,87.07482993,1,21,2.488888892
"626",32,"Media",-97.99122,19.721727,605712.1003,2181002.157,2991.1,"Alta",2,2,2,6,175,2017,123,0,123,0,0,0,0,9.6,0,0.350366667,0.401,0.278,10.511,0,100,2,22,0
"627",33,"Media",-97.99124,19.721853,605709.9215,2181016.089,2991.4,"Alta",1,1,1,6,175,2017,113,0,113,0,0,0,0,7.2,0,0.2359,0.257,0.2,7.077,0,100,2,11,0
"628",34,"Media",-97.99115,19.721848,605719.3568,2181015.591,2991.8,"Alta",1,1,2,6,175,2017,126,0,126,0,0,0,0,8.2,0,0.281366667,0.331,0.236,8.441,0,100,2,11,0
"629",35,"Media",-97.99109,19.72179,605725.683,2181009.21,2992.5,"Alta",1,2,2,6,175,2017,114,0,114,0,0,0,0,6.6,0,0.278433333,0.302,0.237,8.353,0,100,1,12,0
"630",36,"Media",-97.991066,19.721827,605728.1738,2181013.32,2992.4,"Alta",2,3,2,6,175,2017,102,0,102,0,0,0,0,7.2,0,0.3289,0.358,0.283,9.867,0,100,1,23,5.226666662
"631",37,"Baja",-97.99091,19.721998,605744.4102,2181032.341,2975.7,"Baja",1,2,1,6,175,2017,108,0,108,0,0,0,0,7.4,0,0.246633333,0.274,0.204,7.399,0,100,2,12,28.56
"632",38,"Baja",-97.990944,19.722048,605740.8141,2181037.854,2980.1,"Baja",2,3,1,6,175,2017,123,0,123,0,0,0,0,11.5,0,0.394333333,0.441,0.337,11.83,0,100,2,23,22.55555555
"633",39,"Baja",-97.99095,19.722046,605740.1866,2181037.629,2979.6,"Baja",1,3,1,6,175,2017,110,1,111,0,0,0,0,10.8,0,0.4101,0.453,0.368,12.303,0.900900901,99.0990991,2,13,0
"634",40,"Baja",-97.99097,19.722048,605738.0893,2181037.837,2979.8,"Baja",3,2,1,6,175,2017,156,0,156,0,0,0,0,14.3,0,0.363833333,0.417,0.326,10.915,0,100,2,32,0.777777784
"635",41,"Baja",-97.99103,19.722061,605731.7927,2181039.239,2979,"Baja",2,2,1,6,175,2017,68,0,68,0,0,0,0,6.5,0,0.477933333,0.516,0.444,14.338,0,100,2,22,9.457777784
"636",42,"Baja",-97.991035,19.721966,605731.3312,2181028.722,2978.7,"Baja",3,1,1,6,175,2017,94,0,94,0,0,0,0,8.2,0,0.355433333,0.396,0.31,10.663,0,100,1,31,0
"637",43,"Baja",-97.991005,19.721928,605734.5002,2181024.535,2994.3,"Alta",2,3,2,6,175,2017,145,0,145,0,0,0,0,6.5,0,0.2648,0.307,0.225,7.944,0,100,1,23,0
"638",44,"Baja",-97.9911,19.721972,605724.5153,2181029.346,2993.3,"Alta",3,1,2,6,175,2017,163,0,163,0,0,0,0,10.9,0,0.357333333,0.389,0.314,10.72,0,100,2,31,0
"639",45,"Baja",-97.99106,19.721975,605728.7053,2181029.703,2974.3,"Baja",1,2,2,6,175,2017,136,0,136,0,0,0,0,8.8,0,0.2186,0.25,0.193,6.558,0,100,1,12,0
"640",46,"Baja",-97.99094,19.721899,605741.3313,2181021.366,2994.3,"Alta",3,3,1,6,175,2017,126,0,126,0,0,0,0,11.2,0,0.389133333,0.417,0.346,11.674,0,100,2,33,78.54
"641",47,"Baja",-97.99078,19.722218,605757.8895,2181056.77,2980,"Baja",1,1,1,6,175,2017,116,0,116,0,0,0,0,8.7,0,0.248966667,0.286,0.225,7.469,0,100,2,11,0
"642",48,"Baja",-97.99102,19.721884,605732.9572,2181019.656,2992.2,"Alta",2,1,1,6,175,2017,182,0,182,0,0,0,0,10.5,0,0.3246,0.361,0.277,9.738,0,100,2,21,0
"643",49,"Baja",-97.99102,19.722069,605732.8355,2181040.13,2979.8,"Baja",3,3,2,6,175,2017,175,2,177,0.033333333,0.001333333,0,0.013333333,11.4,0.004444444,0.3189,0.356,0.255,9.567,1.129943503,98.8700565,2,33,0.062222216
"644",50,"Baja",-97.991165,19.72181,605717.8098,2181011.377,2991.9,"Alta",2,2,2,6,175,2017,135,0,135,0,0,0,0,8.6,0,0.365366667,0.409,0.311,10.961,0,100,2,22,0
"645",51,"Baja",-97.991165,19.721642,605717.9203,2180992.784,2990.9,"Alta",1,1,2,6,175,2017,164,0,164,0,0,0,0,13.1,0,0.3316,0.356,0.296,9.948,0,100,2,11,0
"646",52,"Baja",-97.99107,19.721575,605727.9204,2180985.428,2990.7,"Alta",1,3,2,6,175,2017,118,0,118,0,0,0,0,9.8,0,0.348266667,0.407,0.278,10.448,0,100,2,13,0
"647",53,"Baja",-97.99104,19.721668,605731.0032,2180995.739,2990.9,"Alta",3,2,2,6,175,2017,141,0,141,0,0,0,0,10.3,0,0.339,0.379,0.3,10.17,0,100,2,32,0.855555554
"648",54,"Baja",-97.991264,19.72178,605707.4543,2181007.995,2991,"Alta",2,1,2,6,175,2017,138,0,138,0,0,0,0,7.8,0,0.228666667,0.265,0.175,6.86,0,100,1,21,6.346666662
